Brand,Style,Review #,Variety,Country,Stars,Top Ten
Acecook,Cup,1594,Jan Jan Dashi Shoyu Yakisoba,Japan,2.25,
Nongshim,Pack,1593,Tteokgukmyun,South Korea,4.25,
Mom's Dry Noodle,Pack,1592,Vegan Chilli With Sesame Sauce,Taiwan,5,
Mi E-Zee,Pack,1591,Perisa Sayuran,Malaysia,3.5,
Mi E-Zee,Pack,1590,Perisa Kari Sayuran,Malaysia,3.75,
E-mi,Pack,1589,Mi Perencah Ayam Jagung,Malaysia,3.75,
Mi E-Zee,Pack,1588,Perisa Bayam,Malaysia,3.5,
Mi E-Zee,Pack,1587,Plain Noodles,Malaysia,Unrated,
J.J.,Pack,1586,Snek Mi Perisa Ayam,Malaysia,3.75,
CarJEN,Pack,1585,Nyonya Curry Laksa,Malaysia,5,2015 #4
E-mi,Pack,1584,Mi Perencah Asam Pedas,Malaysia,3.75,
J.J.,Pack,1583,Snek Mi Perisa BBQ,Malaysia,4,
Mi E-Zee,Pack,1582,Perisa Kari / Curry Flavour,Malaysia,4,
United,Pack,1581,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Vietnam,2.75,
Emart,Pack,1580,Dare You! Habanero Ramen (New Edition),South Korea,3.75,
Curry Prince,Pack,1579,Penang Authentic White Curry Noodle,Malaysia,4,
Nissin,Bowl,1578,Gonbuto Tempura Udon,Japan,4,
Mama,Pack,1577,Pork Flavour Whole Wheat Noodle,Thailand,3.75,
Maggi,Pack,1576,Authentic Indian Noodles Vegetable Atta Masala,India,3.75,
Paldo,Bowl,1575,Jjajangmen Chajang Noodle King Bowl,South Korea,5,
Chering Chang,Pack,1574,Steam Vegetarian Flavor Noodles,Taiwan,3.5,
Hao Way,Bowl,1573,Penang White Curry Instant Bowl Noodles,Malaysia,4.75,
Master Kong,Pack,1572,Artificial Seafood Flavor Instant Noodle,China,3.75,
Econsave,Pack,1571,Choice Instant Noodles Curry Flavour,Malaysia,3.5,
Maruchan,Bowl,1570,"Big Cup Ramen Corn, Salt & Butter Flavor",Japan,5,
Maggi,Pack,1569,Mi Goreng Perencah Kari Ori,Malaysia,4,
Mama,Cup,1568,Instant Noodles Cup Beef Flavour,Thailand,3.5,
Nissin,Cup,1567,Emergency Cup Noodle,Japan,4.25,
Nissin,Cup,1566,Cup Noodles Tomato Enjoy Noodles With Hot Soup,India,3.25,
Oyatsu,Pack,1565,Baby Star Snack Noodle Chicken Flavour,Japan,2.5,
A-One,Cup,1564,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Vietnam,3,
Nongshim,Pack,1563,Shin Ramyun Noodle Soup (New Edition),USA,4.25,
Koka,Pack,1562,Purple Wheat Noodles Soy & Vinegar Flavor,Singapore,2.75,
Uncle Sun,Pack,1561,White Curry Noodle,Malaysia,4.5,
Kin-Dee,Tray,1560,Instant Rice Noodle Spicy Seafood,Thailand,3.75,
Master Kong,Pack,1559,Spicy Beef Flavor Instant Noodle,China,4,
No Name,Cup,1558,Beef Flavour Oriental Noodles And Soup Mix,Canada,2,
Hao Way,Pack,1557,Penang Laksa ,Malaysia,3.5,
Ching's Secret,Pack,1556,Hot Garlic Instant Noodles,India,3.75,
Ko-Lee,Pack,1555,Instant Noodles Taste Sensation Mixed Vegetable Flavour,UK,3.5,
ICA,Pack,1554,Asia Fast Noodles Snabbnudlar Räksmak,Sweden,3,
Mamee,Pack,1553,Mi Segera Perisa Itik,Malaysia,3.75,
Bamee,Pack,1552,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Thailand,3.5,
Myojo,Bowl,1551,Men Black Seafood Tonkotsu,Japan,3.5,
Ibumie,Pack,1550,Penang White CurryMee,Malaysia,5,
Sapporo Ichiban,Pack,1549,Chow Mein Japanese Style Noodles Yakisoba,Canada,5,
Samyang Foods,Cup,1548,Curry Noodle,Japan,3.75,
Vedan,Bowl,1547,Volcano Spicy Pork Noodle,Taiwan,4.25,
Nissin,Pack,1546,Demae Rice Vermicelli Beef Flavour,Hong Kong,3.5,
Nanyang Chef,Pack,1545,Penang Asam Pedas Hot & Sour Noodle,Malaysia,5,
Thai Pavilion,Tray,1544,Pad Thai Instant rice Noodles & Sauce,USA,1.5,
Maggi,Pack,1543,2 Minute Noodles Hungrooo Masala Spicy,India,3.75,
Koka,Cup,1542,Noodles Beef Flavour,Singapore,2.5,
Wu-Mu,Pack,1541,Steam Pork Flavour,Taiwan,3.75,
Unif-100,Pack,1540,Instant Noodles Artificial Shallot Beef Flavour,China,4.25,
New Touch,Bowl,1539,Kimchi Noodle,Japan,3.5,
Sau Tao,Pack,1538,Oat Noodle Tomato Soup Flavored,Hong Kong,4.5,
Wai Wai,Pack,1537,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Thailand,3.75,
Paldo Vina,Pack,1536,Koreno Premium Shrimp Flavor,Vietnam,3.25,
Sau Tao,Pack,1535,Oat Noodle Pork Rib Flavored,Hong Kong,3.5,
Vit's,Pack,1534,Seafood Instant Noodles,Malaysia,3.75,
Miliket,Pack,1533,Sate Flavor Instant Noodles,Vietnam,3.75,
Lucky Me!,Pack,1532,Special Instant Noodles Jjamppong Flavor,Philippines,4.5,
Lucky Me!,Pack,1531,Special Instant sopas Chicken Flavor,Philippines,3.75,
Lucky Me!,Pack,1530,Spicy Beef Mami Instant Noodle Soup,Philippines,4,
Lucky Me!,Pack,1529,Special Instant Curly Spaghetti With Yummy Red Sauce,Philippines,4,
Lucky Me!,Cup,1528,Supreme Pinoy Chicken Instant Noodles,Philippines,3.25,
Lucky Me!,Pack,1527,Special Baked Mac Style Instant Macaroni,Philippines,4.5,
Lucky Me!,Pack,1526,La Paz Batchoy Instant Noodle Soup,Philippines,3.75,
Pama,Cup,1525,Instant Kua Teow Tom Yam,Malaysia,3.75,
Nissin,Pack,1524,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Singapore,3.5,
Paldo,Bowl,1523,Jjamppong Seafood Noodle King Bowl,South Korea,5,
Vifon,Pack,1522,Instant Porridge Seafood Flavour,Vietnam,3.25,
Maruchan,Tray,1521,Gotsumori Sauce Yakisoba,Japan,5,2015 #9
Yum Yum,Pack,1520,Oriental Style Instant Noodles Wasabi Flavour,Thailand,3,
Ching's Secret,Pack,1519,Manchurian Instant Noodles,India,3.5,
Mamee,Pack,1518,Chef Gold Recipe Bihun Kari Seribu Rasa,Malaysia,4.5,
Katoz,Pack,1517,Instant Noodles Spicy Chili,Sweden,3.5,
Men-Sunaoshi,Pack,1516,Miso Ramen,Japan,3.75,
Nongshim,Pack,1515,Neoguri Udon Seafood & Mild,South Korea,4,
Maggi,Pack,1514,Royale Penang Seafood Curry,Malaysia,4.5,
Mama,Pack,1513,Instant Noodles Tom Yum Pork Flavour,Thailand,4,
Chewy,Pack,1512,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Hong Kong,1.75,
Long Jun Hang,Pack,1511,Tainan Yi Mien With Sesame Oil Sauce,Taiwan,3.25,
Knorr,Pack,1510,Quick Serve Macaroni Wonton Broth,Hong Kong,3.25,
Nissin,Bowl,1509,Donbei Kitsune Udon Mini,Japan,3.5,
Mamee,Pack,1508,Chef Gold Recipe Mi Kari Seribu Rasa,Malaysia,5,2015 #6
Nissin,Pack,1507,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Singapore,3.5,
Nissin,Pack,1506,Cup Noodles Mug Noodles Spicy Vegetable,India,3.75,
Shan,Pack,1505,Shoop Instant Noodles BBQ Flavour,Pakistan,3.25,
Master Kong,Pack,1504,Stewed Beef Flavor Cooking Noodle,China,4.25,
Nongshim,Bowl,1503,Bowl Noodle Soup Shrimp Habanero Lime Flavor,USA,3.25,
JML,Pack,1502,Artificial Pork Flavor Noodles,China,4,
Acecook,Tray,1501,Ohmori Chukafu Yakisoba,Japan,3.25,
MyKuali,Pack,1500,Penang Red Tom Yum Goong Noodle,Malaysia,5,2015 #1
United,Pack,1499,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Vietnam,3.25,
Samyang Foods,Pack,1498,Sogokimyun Hot Flavor Noodle Soup,South Korea,3.5,
Nissin,Cup,1497,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,USA,3.5,
Master Kong,Pack,1496,Mianba Pork Ribs Flavor Instant Noodles,China,4.5,
Super,Cup,1495,Instant Noodles Mee Goreng,Malaysia,3.75,
Indomie,Cup,1494,Pop Mie Chicken Flavour Cup Noodles,Indonesia,3.5,
Maruchan,Bowl,1493,Magomi-an Kitsune Udon (Eastern Japan Flavor),Japan,4.25,
Wai Wai,Pack,1492,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Thailand,4,
Ottogi,Pack,1491,Potato Ramen,South Korea,3.75,
Nissin,Cup,1490,Soba Chili Noodles With Japanese Yakisoba Sauce,Germany,3.5,
Maggi,Pack,1489,Multigrainz Noodles Spice Remix,India,3.25,
Mom's Dry Noodle,Pack,1488,Sichuan Spicy Flavor,Taiwan,5,
ICA,Pack,1487,Asia Snabbnudlar Kycklingsmak,Sweden,3.25,
Mom's Dry Noodle,Pack,1486,Onion Oil & Shrimp Flavor,Taiwan,5,
Nongshim,Pack,1485,Spicy Tonkotsu Noodle Soup,USA,5,
Ibumie,Pack,1484,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Malaysia,3.75,
Four Seas,Pack,1483,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Hong Kong,4,
Maruchan,Pack,1482,I Want To Eat Ramen' Shoyu Flavor,Japan,4,
Master Kong,Pack,1481,Mushroom Stew Chicken Ramen,China,3.5,
Paldo,Pack,1480,Jjol Bibim Men,South Korea,4,
Nissin,Cup,1479,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,USA,3.5,
Ruski,Pack,1478,Tom Yam Flavour Instant Noodles,Thailand,4,
Mama,Pack,1477,Instant Noodles Moo Nam Tok Flavour,Thailand,4,
Thai Chef,Pack,1476,Instant Nudelsuppe Shrimp Flavour,Germany,3.5,
Bamee,Cup,1475,Cup Oriental Style Instant Noodles Chicken Flavour,Thailand,3.25,
Mama,Pack,1474,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Thailand,4,
Mama,Cup,1473,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Thailand,5,
Ruski,Pack,1472,Chicken Masala Flavour Instant Fried Noodles,Thailand,3.75,
Mama,Pack,1471,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Thailand,5,2013 #10
Mama,Cup,1470,Instant Cup Noodles Spicy Cheese Flavour,Thailand,3.5,
Bamee,Pack,1469,Oriental Style Instant Noodles Beef Flavour,Germany,3.25,
Mama,Cup,1468,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Thailand,5,
Ruski,Pack,1467,Creamy Tom Yam Instant Noodles,Thailand,4.5,
Mama,Pack,1466,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Thailand,5,2015 #8
Thai Chef,Pack,1465,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Germany,3.5,
Nanyang Chef,Pack,1464,Penang White curry Noodle With Nanyang Chilli Paste,Malaysia,4.75,
Maruchan,Cup,1463,Instant Lunch California Vegetable Ramen Noodles With Vegetables,USA,3.5,
Wei Lih,Bowl,1462,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Taiwan,2.25,
Nissin,Cup,1461,Cup Noodles Black Pepper Crab Flavour,Singapore,4,
Nissin,Pack,1460,Premium Instant Noodles Spicy Beef Flavour,Singapore,3.75,
Nissin,Cup,1459,Cup Noodles Tom Yam Veg Flavour,Singapore,4,
Nissin,Bowl,1458,Premium Instant Noodles Roasted Beef Flavour,Singapore,3.75,
Nissin,Pack,1457,Chu Qian Yi Ding Sesame Oil Flavour,Singapore,3.75,
Nissin,Cup,1456,Cup Noodles Chicken Flavour,Singapore,3.5,
Nissin,Pack,1455,Premium Instant Noodles XO Sauce Seafood Flavour,Singapore,3.75,
Nissin,Cup,1454,Cup Noodles Chilli Crab Flavour,Singapore,4,
Nissin,Pack,1453,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Singapore,5,
Nissin,Bowl,1452,Premium Instant Noodles Spicy Beef Flavour,Singapore,3.75,
Nissin,Cup,1451,Cup Noodles Tom Yam Seafood Flavour,Singapore,4,
Nissin,Pack,1450,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Singapore,5,
Nissin,Cup,1449,Cup Noodles Seafood Curry Flavour,Singapore,4,
Nissin,Pack,1448,Premium Instant Noodles Roasted Beef Flavour,Singapore,4.25,
Nissin,Cup,1447,Cup Noodles Cream Of Chicken Flavour,Singapore,4,
Myojo,Tray,1446,Ippei-Chan Jumbo Night Market Style Yakisoba,Japan,4.5,
MyKuali,Pack,1445,Penang Hokkien Prawn Noodle,Malaysia,5,
Maruchan,Cup,1444,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,USA,3.5,
Nongshim,Pack,1443,Harmony Korean Spicy Noodle Dish With Chipotle,USA,4.25,
Maggi,Pack,1442,2 Minute Noodles Tom Yam Flavour,Singapore,3.5,
Nissin,Bowl,1441,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,USA,3.5,
Wu-Mu,Pack,1440,Dried Noodle With Beef Flavor Sauce,Taiwan,3,
Adabi,Pack,1439,Mi Segera Mi Goreng Pedas Instant Noodles,Malaysia,3.5,
Maruchan,Pack,1438,Old Style Miso Ramen,Japan,3.5,
Knorr,Pack,1437,Quick Serve Macaroni Abalone & Chicken Flavour,Hong Kong,3,
Chencun,Cup,1436,Rice Noodle Beef With Brown Sauce,China,3.5,
Maggi,Pack,1435,2 Minute Noodles Assam Laksa Flavour,Singapore,4,
Maggi,Cup,1434,Hot Cup Perisa Kari,Malaysia,3.5,
Maggi,Pack,1433,2 Minute Noodles Curry Flavour,Singapore,3.75,
Maggi,Pack,1432,Senses Laksa Instant Noodles,Singapore,5,
Maggi,Pack,1431,Extra Spicy Curry Instant Noodles,Singapore,5,
Samyang Foods,Bowl,1430,Buldak Bokkummyeon,South Korea,4,
Nissin,Pack,1429,Sabor A Gallina Fideos Con Instantanea,Colombia,3.5,
Myojo,Pack,1428,Chukazanmai Beijing Style Salt Ramen,Japan,3,
Osaka Ramen,Bowl,1427,Miso Ramen,USA,3.75,
Ottogi,Bowl,1426,Cheese Bokki,South Korea,4,
Hao Way,Pack,1425,Instant Penang White Curry Noodles,Malaysia,4.5,
Sainsbury's,Pack,1424,Curry Flavour Instant Noodles,UK,1.5,
Vina Acecook,Pack,1423,King Chef Seafood With Kimchi Flavour,Vietnam,3,
Nissin,Tray,1422,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,USA,3,
Nongshim,Cup,1421,Korean Clay Pot Ramyun Noodle,China,2.75,
Maruchan,Pack,1420,I Want To Eat Ramen Shio,Japan,3.75,
Vifon,Cup,1419,Ngon-Ngon Tom Yum Minced Pork Noodle,Vietnam,3.5,
Ottogi,Pack,1418,Ppushu Ppushu Grilled Chicken Flavor,South Korea,1,
Sau Tao,Pack,1417,Oat Noodle Abalone Flavored,Taiwan,1.75,
Myojo,Pack,1416,Chukazanmai Szechuan Style Miso,Japan,2,
Chewy,Pack,1415,Instant Rice Vermicelli Original Flavour,Hong Kong,0.5,
Paldo,Pack,1414,Cheese Ramyun (for US market),South Korea,5,
Chering Chang,Pack,1413,Curry La-Men,Taiwan,5,
Chewy,Pack,1412,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Hong Kong,4,
A-Sha Dry Noodle,Pack,1411,Prince Katsu Snack Noodles,Taiwan,4,
Adabi,Pack,1410,Mi Segera Tom Yam Instant Noodles,Malaysia,3.25,
Baixiang Noodles,Pack,1409,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,China,3.5,
Pamana,Cup,1408,Chicken Sopas Creamy Macaroni Soup,Philippines,3.5,
Annie Chun's,Pack,1407,Ramen House Thai Coconut Ramen,USA,5,
La Fonte,Pack,1406,Spaghetti With Mushroom Sauce,Indonesia,3.75,
Maggi,Pack,1405,Masala Dumdaar Noodles,India,3.75,
Thai Choice,Cup,1404,Instant Noodles Seafood Flavour,Thailand,4,
Tesco,Cup,1403,Everyday Value Chicken & Mushroom Flavour,UK,0.5,
Pop Bihun,Pack,1402,Spesial Rasa Kari Ayam Pedas,Indonesia,3.75,
Myojo,Tray,1401,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Japan,3.75,
Pulmuone,Pack,1400,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),South Korea,3.75,
Vina Acecook,Bowl,1399,Oh! Ricey Pho Bo Instant Rice Noodles,Vietnam,3.75,
Nissin,Pack,1398,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Singapore,3,
Wu-Mu,Pack,1397,Steam Seafood Flavor Ramen,Taiwan,4,
Oyatsu,Pack,1396,Baby Star Snack Noodle Yakisoba Flavor,Japan,4.75,
Snapdragon,Bowl,1395,Singapore Laksa Curry Soup Bowl,USA,4.25,
Paldo,Pack,1394,Mild Kokomen (Prototype),South Korea,4.5,
Saji,Pack,1393,Sajimee Curry Soup Flavour,Malaysia,4.25,
Miracle Noodle,Pack,1392,Miso Marvellous Soup,USA,4,
Shan,Pack,1391,Shoop Instant Noodles Chicken Flavour,Pakistan,3.5,
Indomie,Pack,1390,Mi Goreng Rasa Iga Penyet,Indonesia,4.75,
Tiger Tiger,Pack,1389,Traveller's Choice Thai Red Curry Flavour Instant Noodles,UK,1.75,
Paldo,Pack,1388,Barbecue Ramyun (Prototype),South Korea,3.75,
Takamori Kosan,Pack,1387,Red Pepper 7 Garlic Peperoncino,Japan,4,
Takamori Kosan,Pack,1386,Sukiyaki Style Noodle Stew,Japan,4.5,
Takamori Kosan,Pack,1385,Yaki-Udon Roast Soy Sauce,Japan,3.75,
Takamori Kosan,Pack,1384,Hiyashi Udon Bonito Sauce,Japan,3,
Takamori Kosan,Pack,1383,Futomen Yakisoba,Japan,4.75,
Takamori Kosan,Pack,1382,Hiyashi Chuka Lemon Sauce,Japan,4.75,
Takamori Kosan,Pack,1381,Curry Udon,Japan,5,
Takamori Kosan,Pack,1380,Chanpon,Japan,3.75,
Takamori Kosan,Pack,1379,Shio Yakisoba,Japan,4,
Takamori Kosan,Pack,1378,Yakisoba,Japan,5,
Takamori Kosan,Pack,1377,Yaki-Udon Mild Spicy Sauce,Japan,4.25,
Takamori Kosan,Pack,1376,Katsuo Dashi Udon,Japan,3.75,
Takamori Kosan,Pack,1375,Spaghetti Napolitan,Japan,4,
Tokyo Noodle,Pack,1374,Spicy Garlic Ramen,Japan,3.25,
Tesco,Cup,1373,Everyday Value Beef & Tomato Flavour Noodles,UK,2,
Samyang Foods,Cup,1372,Nagasaki Jjamppong,South Korea,3.75,
Campbell's,Cup,1371,Hearty Noodles Thai Flavour,Canada,0,
Papa,Pack,1370,Oriental Style Instant 'Kua-Chap',Thailand,3.25,
A-Sha Dry Noodle,Pack,1369,Hello Kitty Za Jiang (Soybean Sauce),Taiwan,3.25,
Nissin,Cup,1368,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Germany,3,
Sawadee,Pack,1367,Instant Noodles Vegetable & Mushroom Flavour,UK,1.5,
Nongshim,Cup,1366,Sir Long Tang Creamy Beef Noodle Soup,USA,4.25,
Four Seas,Bowl,1365,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Hong Kong,3.5,
Golden Wheat,Bowl,1364,Korean Style Stew Pork Flavour Noodle Soup,China,1.75,
Sau Tao,Pack,1363,Instant Noodle King Won Ton Flavor,Hong Kong,2.75,
Mamee,Pack,1362,Instant Noodles Curry Flavour,Malaysia,3.5,
Mamee,Pack,1361,Chef Creamy Tom Yam Flavour,Malaysia,5,
Mamee,Pack,1360,Monster BBQ Flavour Snack Noodles,Malaysia,3.75,
Mamee,Cup,1359,Chef Curry Laksa Flavour,Malaysia,5,
Mamee,Pack,1358,SLLRRRP! Asam Laksa,Malaysia,4,
Mamee,Cup,1357,Mie Goreng Indonesia Spicy Sambal,Malaysia,5,
Mamee,Pack,1356,Chef Spicy Chicken Shiitake Flavour,Malaysia,3.25,
Mamee,Pack,1355,Instant Vermicelli Chicken Flavour,Malaysia,3.25,
Mamee,Cup,1354,Chef Creamy Tom Yam Flavour,Malaysia,4.75,
Mamee,Pack,1353,Instant Noodles Vegetarian Flavour,Malaysia,3.75,
Mamee,Pack,1352,SLLRRRP! Kari Berapi,Malaysia,3.75,
Mamee,Pack,1351,Monster Chicken Flavour Snack Noodles,Malaysia,4,
Mamee,Pack,1350,Chef Curry Laksa Flavour,Malaysia,5,2014 #7
Mamee,Cup,1349,Mie Goreng Indonesia Original Flavour,Malaysia,4.5,
Mamee,Pack,1348,Instant Vermicelli Tom Yam Flavour,Malaysia,3.75,
Paldo,Pack,1347,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,South Korea,4,
Oyatsu,Pack,1346,Baby Star Ramen Round Consomme Mini,Japan,3.75,
Lotus Foods,Pack,1345,Forbidden Rice Ramen,USA,2.25,
Lotus Foods,Pack,1344,Millet & Brown Rice Ramen,USA,4,
Lotus Foods,Pack,1343,Jade Pearl Rice Ramen,USA,3.25,
Ah Lai,Pack,1342,White Curry Noodle,Malaysia,4.5,
Plats Du Chef,Bowl,1341,Cuisine Adventures Chicken Pho Soup,Canada,5,
Indomie,Pack,1340,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Indonesia,2.75,
Kin-Dee,Tray,1339,Instant Rice Noodle Pad Thai,Thailand,3.75,
Batchelors,Pack,1338,Super Noodles Peppered Steak Flavour,UK,1.5,
Sakura Noodle,Pack,1337,Chikara Brand Udon Beef Flavor,USA,4.25,
Shirakiku,Pack,1336,Fresh Chow Mein Noodles With Seasoning,USA,3.75,
Sakura Noodle,Pack,1335,Chikara Brand Udon Hot & Spicy Flavor,USA,4,
Sakura Noodle,Pack,1334,Chikara Brand Udon Mushroom Flavor,USA,3.75,
Sakura Noodle,Pack,1333,Chikara Brand Udon Oriental Flavor,USA,3.75,
Sakura Noodle,Pack,1332,Chikara Brand Udon Chicken Flavor,USA,3.75,
Indomie,Pack,1331,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Indonesia,3.75,
Sapporo Ichiban,Tray,1330,Otafuku Okonomi Sauce Yakisoba,Japan,5,2014 #4
Vifon,Cup,1329,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Vietnam,1.25,
A-Sha Dry Noodle,Pack,1328,Hello Kitty La Wei (Spicy Flavor),Taiwan,3.75,
Unif,Pack,1327,Unif-100 Instant Noodles Artificial Tart Beef Flavor,China,3,
Mamee,Pack,1326,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Malaysia,3.75,
Koka,Cup,1325,Spicy Shrimp Tom Yam Flavour,Singapore,3.25,
Ruski,Pack,1324,Instant Noodles Stewed Beef Flavour,Thailand,3.5,
Golden Wheat,Pack,1323,Korean Style Mushroom Chicken Flavour Cooking Noodle,China,2,
Hi-Myon,Pack,1322,Instant Noodle Udon Hot & Spicy,South Korea,4,
Takamori Kosan,Pack,1321,Fresh Chow Mein Noodles With Seasoning,Japan,3.75,
Mama,Cup,1320,Instant Noodles Cup Seafood Flavour,Thailand,3.75,
Adabi,Pack,1319,Mi Segera Kari Ayam Instant Noodles,Malaysia,4.25,
Nissin,Bowl,1318,Spa Oh Tarako Spaghetti,Japan,4,
Ve Wong,Pack,1317,Little Prince Brand Snack Noodles Original Flavor,Taiwan,2.5,
Ottogi,Pack,1316,Japchae Vermicelli Noodle,South Korea,2.75,
Sainsbury's,Pack,1315,Chicken Flavour Instant Noodles,UK,2.75,
Paldo,Pack,1314,Korean Traditional Beef Gomtangmen,South Korea,5,
Healtimie,Pack,1313,Green Barley Noodle Vegetable Soup,Indonesia,3.25,
Maruchan,Pack,1312,I Want To Eat Ramen Miso Flavor,Japan,3.75,
Pop Bihun,Pack,1311,Spesial Rasa Soto Ayam,Indonesia,4,
Thai Kitchen,Tray,1310,Rice Noodle Cart Thai Peanut,USA,3,
Yum Yum,Cup,1309,Oriental Style Instant Noodles Seafood Flavour,Thailand,3.75,
Nongshim,Pack,1308,Soon Veggie Noodle Soup,South Korea,5,2014 #9
Nissin,Cup,1307,Cup Noodle Cheese Curry,Japan,3.75,
Koka,Pack,1306,Oriental Style Instant Noodles Tom Yam Flavour,Singapore,2.5,
A-Sha Dry Noodle,Pack,1305,Instant Noodle Original Flavor,Taiwan,3.75,
Nissin,Pack,1304,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Hong Kong,4.75,
Western Family,Cup,1303,Instant Noodles In A Cup Chicken Flavour,Canada,1.5,
Mama,Pack,1302,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Thailand,5,2014 #10
Knorr,Pack,1301,Quick Serve Macaroni Shrimp Broth,Hong Kong,3.25,
Samyang Foods,Pack,1300,Red Nagasaki Jjampong,South Korea,5,
Mr. Noodles,Cup,1299,Noodles In A Cup Spicy Chicken Simulated Flavour,Canada,1,
Good Tto Leu Foods,Bowl,1298,Lightning Beef Bone Tteokguk Rice Cake Soup,South Korea,4,
GaGa,Pack,1297,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Indonesia,3.25,
Wu-Mu,Pack,1296,Ramen With Pickled Mustard Flavor,Taiwan,3.5,
Wu-Mu,Pack,1295,Steam Mushroom Flavor Ramen,Taiwan,3.25,
Thai Choice,Cup,1294,Instant Noodles Chicken Flavour,Thailand,3,
Myojo,Pack,1293,Prawn Noodles,Singapore,4.25,
Nissin,Cup,1292,Cup Noodles Sabor A Carne Sopa Con Fideos,Colombia,3,
A-One,Cup,1291,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Vietnam,3.25,
Nongshim,Tray,1290,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,South Korea,4.5,
JML,Pack,1289,Braised Beef Noodles,China,4,
Sau Tao,Bowl,1288,QQ Scallop Seafood Vermicelli,Hong Kong,3.75,
Kimura,Pack,1287,Kumamoto Tonkotsu Ramen,Japan,5,
Batchelors,Pack,1286,Super Noodles Roast Beef & Onion Flavour,UK,3.25,
Lucky Me!,Bowl,1285,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Philippines,3.25,
Thai Kitchen,Tray,1284,Rice Noodle Cart Sweet Citrus Ginger,USA,4.25,
Nongshim,Cup,1283,Oolongmen Kimchi Cup Noodle Soup Mix,South Korea,4,
Koka,Pack,1282,Purple Wheat Noodles Aglio Olio,Singapore,2.75,
Tokachimen Koubou,Bowl,1281,Jet Black Sesame Oil Pork Tonkotsu,Japan,2.25,
Deshome,Pack,1280,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Taiwan,5,
Ko-Lee,Pack,1279,Instant Noodles Mixed Vegetable,UK,3.5,
Ottogi,Pack,1278,Ppushu Ppushu Noodle Snack Bulgogi Flavor,South Korea,3.25,
Vifon,Pack,1277,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Vietnam,2,
Adabi,Pack,1276,Mi Bandung Prawn Mee,Malaysia,4.25,
Wu-Mu,Pack,1275,Ramen With Stewed Pork Flavor,Taiwan,4.5,
Wu-Mu,Pack,1274,Shiitake Flavor Spinach Ramen,Taiwan,3.75,
Sainsbury's,Pack,1273,Basics Instant Noodles Chicken Curry Flavour,UK,3.25,
Samyang Foods,Pack,1272,Baked Noodle Spicy Grilled Beef Ramyun,South Korea,3.5,
Prima Taste,Pack,1271,Singapore Chilli Crab La Mian,Singapore,5,2014 #8
Ko-Lee,Pack,1270,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,UK,5,
